ID,Year,HostCountry,MatchType,MatchPeriod,FirstBattingCountry,SecondBattingCountry,FirstBattingCountryScore,SecondBattingCountryScore,WinningCountry,WCC,Margin,MarginType,Series,SeasonWinner
'315',1999,'England/Ireland/Netherlands/Scotland','League','Day','Sri Lanka','Kenya',275,230,'Sri Lanka',SRI,45,'runs','ICC World Cup','Australia'
'316',1999,'England/Ireland/Netherlands/Scotland','League','Day','Zimbabwe','South Africa',233,185,'Zimbabwe',ZIM,48,'runs','ICC World Cup','Australia'
'317',1999,'England/Ireland/Netherlands/Scotland','League','Day','India','England',232,169,'India',IND,63,'runs','ICC World Cup','Australia'
'318',1999,'England/Ireland/Netherlands/Scotland','League','Day','Pakistan','New Zealand',269,207,'Pakistan',PAK,62,'runs','ICC World Cup','Australia'
'319',1999,'England/Ireland/Netherlands/Scotland','League','Day','Scotland','West Indies',68,70,'West Indies',WIN,8,'wickets','ICC World Cup','Australia'
'320',1999,'England/Ireland/Netherlands/Scotland','League','Day','Bangladesh','Australia',178,181,'Australia',AUS,7,'wickets','ICC World Cup','Australia'
'321',1999,'England/Ireland/Netherlands/Scotland','League','Day','India','Sri Lanka',373,216,'India',IND,157,'runs','ICC World Cup','Australia'
'322',1999,'England/Ireland/Netherlands/Scotland','League','Day','Kenya','South Africa',152,153,'South Africa',SAF,7,'wickets','ICC World Cup','Australia'
'323',1999,'England/Ireland/Netherlands/Scotland','League','Day','Zimbabwe','England',167,168,'England',ENG,7,'wickets','ICC World Cup','Australia'
'324',1999,'England/Ireland/Netherlands/Scotland','League','Day','Bangladesh','Scotland',185,163,'Bangladesh',BAN,22,'runs','ICC World Cup','Australia'
'325',1999,'England/Ireland/Netherlands/Scotland','League','Day','New Zealand','West Indies',156,158,'West Indies',WIN,7,'wickets','ICC World Cup','Australia'
'326',1999,'England/Ireland/Netherlands/Scotland','League','Day','Pakistan','Australia',275,265,'Pakistan',PAK,10,'runs','ICC World Cup','Australia'
'327',1999,'England/Ireland/Netherlands/Scotland','League','Day','India','Kenya',329,235,'India',IND,94,'runs','ICC World Cup','Australia'
'328',1999,'England/Ireland/Netherlands/Scotland','League','Day','Zimbabwe','Sri Lanka',197,198,'Sri Lanka',SRI,4,'wickets','ICC World Cup','Australia'
'329',1999,'England/Ireland/Netherlands/Scotland','League','Day','South Africa','England',225,103,'South Africa',SAF,122,'runs','ICC World Cup','Australia'
'330',1999,'England/Ireland/Netherlands/Scotland','League','Day','Bangladesh','West Indies',182,183,'West Indies',WIN,7,'wickets','ICC World Cup','Australia'
'331',1999,'England/Ireland/Netherlands/Scotland','League','Day','Pakistan','Scotland',261,167,'Pakistan',PAK,94,'runs','ICC World Cup','Australia'
'332',1999,'England/Ireland/Netherlands/Scotland','League','Day','Australia','New Zealand',213,214,'New Zealand',NZ,5,'wickets','ICC World Cup','Australia'
'333',1999,'England/Ireland/Netherlands/Scotland','League','Day','South Africa','Sri Lanka',199,110,'South Africa',SAF,89,'runs','ICC World Cup','Australia'
'334',1999,'England/Ireland/Netherlands/Scotland','League','Day','Zimbabwe','India',252,249,'Zimbabwe',ZIM,3,'runs','ICC World Cup','Australia'
'335',1999,'England/Ireland/Netherlands/Scotland','League','Day','Kenya','England',203,204,'England',ENG,9,'wickets','ICC World Cup','Australia'
'336',1999,'England/Ireland/Netherlands/Scotland','League','Day','Bangladesh','New Zealand',116,117,'New Zealand',NZ,6,'wickets','ICC World Cup','Australia'
'337',1999,'England/Ireland/Netherlands/Scotland','League','Day','Scotland','Australia',181,182,'Australia',AUS,6,'wickets','ICC World Cup','Australia'
'338',1999,'England/Ireland/Netherlands/Scotland','League','Day','Pakistan','West Indies',229,202,'Pakistan',PAK,27,'runs','ICC World Cup','Australia'
'339',1999,'England/Ireland/Netherlands/Scotland','League','Day','Kenya','Zimbabwe',229,231,'Zimbabwe',ZIM,5,'wickets','ICC World Cup','Australia'
'340',1999,'England/Ireland/Netherlands/Scotland','League','Day','India','South Africa',253,254,'South Africa',SAF,4,'wickets','ICC World Cup','Australia'
'341',1999,'England/Ireland/Netherlands/Scotland','League','Day','Sri Lanka','England',204,207,'England',ENG,8,'wickets','ICC World Cup','Australia'
'342',1996,'India/Pakistan/Sri Lanka','Final','Day Night','Australia','Sri Lanka',241,245,'Sri Lanka',SRI,7,'wickets','Wills World Cup','Sri Lanka'
'343',1996,'India/Pakistan/Sri Lanka','2nd Semi-Final','Day Night','Australia','West Indies',207,202,'Australia',AUS,5,'runs','Wills World Cup','Sri Lanka'
'345',1996,'India/Pakistan/Sri Lanka','3rd Quarter-Final','Day','West Indies','South Africa',264,245,'West Indies',WIN,19,'runs','Wills World Cup','Sri Lanka'
'346',1996,'India/Pakistan/Sri Lanka','4th Quarter-Final','Day Night','New Zealand','Australia',286,289,'Australia',AUS,6,'wickets','Wills World Cup','Sri Lanka'
'347',1996,'India/Pakistan/Sri Lanka','1st Quarter-Final','Day','England','Sri Lanka',235,236,'Sri Lanka',SRI,5,'wickets','Wills World Cup','Sri Lanka'
'348',1996,'India/Pakistan/Sri Lanka','2nd Quarter-Final','Day Night','India','Pakistan',287,248,'India',IND,39,'runs','Wills World Cup','Sri Lanka'
'349',1996,'India/Pakistan/Sri Lanka','League','Day','Pakistan','New Zealand',281,235,'Pakistan',PAK,46,'runs','Wills World Cup','Sri Lanka'
'350',1996,'India/Pakistan/Sri Lanka','League','Day','India','Zimbabwe',247,207,'India',IND,40,'runs','Wills World Cup','Sri Lanka'
'351',1996,'India/Pakistan/Sri Lanka','League','Day','Sri Lanka','Kenya',398,254,'Sri Lanka',SRI,144,'runs','Wills World Cup','Sri Lanka'
'352',1996,'India/Pakistan/Sri Lanka','League','Day','South Africa','Netherlands',328,168,'South Africa',SAF,160,'runs','Wills World Cup','Sri Lanka'
'353',1996,'India/Pakistan/Sri Lanka','League','Day','Australia','West Indies',229,232,'West Indies',WIN,4,'wickets','Wills World Cup','Sri Lanka'
'354',1996,'India/Pakistan/Sri Lanka','League','Day','England','Pakistan',249,250,'Pakistan',PAK,7,'wickets','Wills World Cup','Sri Lanka'
'355',1996,'India/Pakistan/Sri Lanka','League','Day','India','Sri Lanka',271,272,'Sri Lanka',SRI,6,'wickets','Wills World Cup','Sri Lanka'
'356',1996,'India/Pakistan/Sri Lanka','League','Day','Netherlands','UAE',216,220,'UAE',UAE,7,'wickets','Wills World Cup','Sri Lanka'
'357',1996,'India/Pakistan/Sri Lanka','League','Day','Zimbabwe','Australia',154,158,'Australia',AUS,8,'wickets','Wills World Cup','Sri Lanka'
'358',1996,'India/Pakistan/Sri Lanka','League','Day','Kenya','West Indies',166,93,'Kenya',KEN,73,'runs','Wills World Cup','Sri Lanka'
'359',1996,'India/Pakistan/Sri Lanka','League','Day','Pakistan','South Africa',242,243,'South Africa',SAF,5,'wickets','Wills World Cup','Sri Lanka'
'360',1996,'India/Pakistan/Sri Lanka','League','Day Night','Australia','India',258,242,'Australia',AUS,16,'runs','Wills World Cup','Sri Lanka'
'361',1996,'India/Pakistan/Sri Lanka','League','Day','New Zealand','UAE',276,167,'New Zealand',NZ,109,'runs','Wills World Cup','Sri Lanka'
'362',1996,'India/Pakistan/Sri Lanka','League','Day','Kenya','Zimbabwe',134,137,'Zimbabwe',ZIM,5,'wickets','Wills World Cup','Sri Lanka'
'364',1996,'India/Pakistan/Sri Lanka','League','Day','Netherlands','Pakistan',145,151,'Pakistan',PAK,8,'wickets','Wills World Cup','Sri Lanka'
'366',1996,'India/Pakistan/Sri Lanka','League','Day','South Africa','England',230,152,'South Africa',SAF,78,'runs','Wills World Cup','Sri Lanka'
'367',1996,'India/Pakistan/Sri Lanka','League','Day','UAE','Pakistan',109,112,'Pakistan',PAK,9,'wickets','Wills World Cup','Sri Lanka'
'368',1996,'India/Pakistan/Sri Lanka','League','Day','Australia','Kenya',304,207,'Australia',AUS,97,'runs','Wills World Cup','Sri Lanka'
'369',1996,'India/Pakistan/Sri Lanka','League','Day','England','Netherlands',279,230,'England',ENG,49,'runs','Wills World Cup','Sri Lanka'
'370',1996,'India/Pakistan/Sri Lanka','League','Day','Zimbabwe','Sri Lanka',228,229,'Sri Lanka',SRI,6,'wickets','Wills World Cup','Sri Lanka'
'371',1996,'India/Pakistan/Sri Lanka','League','Day Night','West Indies','India',173,174,'India',IND,5,'wickets','Wills World Cup','Sri Lanka'
'372',1996,'India/Pakistan/Sri Lanka','League','Day','New Zealand','South Africa',177,178,'South Africa',SAF,5,'wickets','Wills World Cup','Sri Lanka'
'373',1996,'India/Pakistan/Sri Lanka','League','Day','UAE','England',136,140,'England',ENG,8,'wickets','Wills World Cup','Sri Lanka'
'374',1996,'India/Pakistan/Sri Lanka','League','Day','Kenya','India',199,203,'India',IND,7,'wickets','Wills World Cup','Sri Lanka'
'376',1996,'India/Pakistan/Sri Lanka','League','Day','New Zealand','Netherlands',307,188,'New Zealand',NZ,119,'runs','Wills World Cup','Sri Lanka'
'377',1996,'India/Pakistan/Sri Lanka','League','Day Night','Zimbabwe','West Indies',151,155,'West Indies',WIN,6,'wickets','Wills World Cup','Sri Lanka'
'378',1996,'India/Pakistan/Sri Lanka','League','Day','South Africa','UAE',321,152,'South Africa',SAF,169,'runs','Wills World Cup','Sri Lanka'
'379',1996,'India/Pakistan/Sri Lanka','League','Day','New Zealand','England',239,228,'New Zealand',NZ,11,'runs','Wills World Cup','Sri Lanka'
'380',1992,'Australia/New Zealand','Final','Day Night','Pakistan','England',249,227,'Pakistan',PAK,22,'runs','Benson & Hedges World Cup','Pakistan'
'381',1992,'Australia/New Zealand','2nd Semi-Final','Day Night','England','South Africa',252,232,'England',ENG,19,'runs','Benson & Hedges World Cup','Pakistan'
'382',1992,'Australia/New Zealand','1st Semi-Final','Day','New Zealand','Pakistan',262,264,'Pakistan',PAK,4,'wickets','Benson & Hedges World Cup','Pakistan'
'383',1992,'Australia/New Zealand','League','Day','Zimbabwe','England',134,125,'Zimbabwe',ZIM,9,'runs','Benson & Hedges World Cup','Pakistan'
'384',1992,'Australia/New Zealand','League','Day Night','Australia','West Indies',216,159,'Australia',AUS,57,'runs','Benson & Hedges World Cup','Pakistan'
'385',1992,'Australia/New Zealand','League','Day','New Zealand','Pakistan',166,167,'Pakistan',PAK,7,'wickets','Benson & Hedges World Cup','Pakistan'
'386',1992,'Australia/New Zealand','League','Day','Sri Lanka','Pakistan',212,216,'Pakistan',PAK,4,'wickets','Benson & Hedges World Cup','Pakistan'
'387',1992,'Australia/New Zealand','League','Day','India','South Africa',180,181,'South Africa',SAF,6,'wickets','Benson & Hedges World Cup','Pakistan'
'388',1992,'Australia/New Zealand','League','Day','England','New Zealand',200,201,'New Zealand',NZ,7,'wickets','Benson & Hedges World Cup','Pakistan'
'389',1992,'Australia/New Zealand','League','Day','Australia','Zimbabwe',265,137,'Australia',AUS,128,'runs','Benson & Hedges World Cup','Pakistan'
'390',1992,'Australia/New Zealand','League','Day','West Indies','Sri Lanka',268,177,'West Indies',WIN,91,'runs','Benson & Hedges World Cup','Pakistan'
'391',1992,'Australia/New Zealand','League','Day Night','South Africa','England',236,226,'England',ENG,3,'wickets','Benson & Hedges World Cup','Pakistan'
'392',1992,'Australia/New Zealand','League','Day','India','New Zealand',230,231,'New Zealand',NZ,4,'wickets','Benson & Hedges World Cup','Pakistan'
'393',1992,'Australia/New Zealand','League','Day Night','Pakistan','Australia',220,172,'Pakistan',PAK,48,'runs','Benson & Hedges World Cup','Pakistan'
'394',1992,'Australia/New Zealand','League','Day','Zimbabwe','South Africa',163,164,'South Africa',SAF,7,'wickets','Benson & Hedges World Cup','Pakistan'
'395',1992,'Australia/New Zealand','League','Day','England','Sri Lanka',280,174,'England',ENG,106,'runs','Benson & Hedges World Cup','Pakistan'
'396',1992,'Australia/New Zealand','League','Day','India','West Indies',197,195,'West Indies',WIN,5,'wickets','Benson & Hedges World Cup','Pakistan'
'397',1992,'Australia/New Zealand','League','Day','South Africa','Pakistan',211,173,'South Africa',SAF,20,'runs','Benson & Hedges World Cup','Pakistan'
'398',1992,'Australia/New Zealand','League','Day','West Indies','New Zealand',203,206,'New Zealand',NZ,5,'wickets','Benson & Hedges World Cup','Pakistan'
'399',1992,'Australia/New Zealand','League','Day','Sri Lanka','Australia',189,190,'Australia',AUS,7,'wickets','Benson & Hedges World Cup','Pakistan'
'400',1992,'Australia/New Zealand','League','Day','India','Zimbabwe',203,104,'India',IND,55,'runs','Benson & Hedges World Cup','Pakistan'
'401',1992,'Australia/New Zealand','League','Day Night','Australia','England',171,173,'England',ENG,8,'wickets','Benson & Hedges World Cup','Pakistan'
'402',1992,'Australia/New Zealand','League','Day','South Africa','West Indies',200,136,'South Africa',SAF,64,'runs','Benson & Hedges World Cup','Pakistan'
'403',1992,'Australia/New Zealand','League','Day Night','India','Pakistan',216,173,'India',IND,43,'runs','Benson & Hedges World Cup','Pakistan'
'404',1992,'Australia/New Zealand','League','Day','New Zealand','Zimbabwe',162,105,'New Zealand',NZ,48,'runs','Benson & Hedges World Cup','Pakistan'
'406',1992,'Australia/New Zealand','League','Day','South Africa','Sri Lanka',195,198,'Sri Lanka',SRI,3,'wickets','Benson & Hedges World Cup','Pakistan'
'407',1992,'Australia/New Zealand','League','Day','Australia','India',237,234,'Australia',AUS,1,'runs','Benson & Hedges World Cup','Pakistan'
'408',1992,'Australia/New Zealand','League','Day','West Indies','Zimbabwe',264,189,'West Indies',WIN,75,'runs','Benson & Hedges World Cup','Pakistan'
'409',1992,'Australia/New Zealand','League','Day','South Africa','New Zealand',190,191,'New Zealand',NZ,7,'wickets','Benson & Hedges World Cup','Pakistan'
'411',1992,'Australia/New Zealand','League','Day Night','West Indies','England',157,160,'England',ENG,6,'wickets','Benson & Hedges World Cup','Pakistan'
'412',1992,'Australia/New Zealand','League','Day','Pakistan','Zimbabwe',254,201,'Pakistan',PAK,53,'runs','Benson & Hedges World Cup','Pakistan'
'413',1992,'Australia/New Zealand','League','Day Night','Australia','South Africa',170,171,'South Africa',SAF,9,'wickets','Benson & Hedges World Cup','Pakistan'
'414',1992,'Australia/New Zealand','League','Day','Sri Lanka','New Zealand',206,210,'New Zealand',NZ,6,'wickets','Benson & Hedges World Cup','Pakistan'
'415',1992,'Australia/New Zealand','League','Day','Pakistan','West Indies',220,221,'West Indies',WIN,10,'wickets','Benson & Hedges World Cup','Pakistan'
'416',1992,'Australia/New Zealand','League','Day Night','England','India',236,227,'England',ENG,9,'runs','Benson & Hedges World Cup','Pakistan'
'417',1992,'Australia/New Zealand','League','Day','Zimbabwe','Sri Lanka',312,313,'Sri Lanka',SRI,3,'wickets','Benson & Hedges World Cup','Pakistan'
'418',1992,'Australia/New Zealand','League','Day','New Zealand','Australia',248,211,'New Zealand',NZ,37,'runs','Benson & Hedges World Cup','Pakistan'
'419',1987,'India/Pakistan','Final','Day','Australia','England',253,246,'Australia',AUS,7,'runs','Reliance World Cup','Australia'
'420',1987,'India/Pakistan','2nd Semi-Final','Day','England','India',254,219,'England',ENG,35,'runs','Reliance World Cup','Australia'
'421',1987,'India/Pakistan','1st Semi-Final','Day','Australia','Pakistan',267,249,'Australia',AUS,18,'runs','Reliance World Cup','Australia'
'422',1987,'India/Pakistan','League','Day','New Zealand','India',221,224,'India',IND,9,'wickets','Reliance World Cup','Australia'
'423',1987,'India/Pakistan','League','Day','West Indies','Pakistan',258,230,'West Indies',WIN,28,'runs','Reliance World Cup','Australia'
'424',1987,'India/Pakistan','League','Day','Australia','Zimbabwe',266,196,'Australia',AUS,70,'runs','Reliance World Cup','Australia'
'425',1987,'India/Pakistan','League','Day','Sri Lanka','England',218,219,'England',ENG,8,'wickets','Reliance World Cup','Australia'
'426',1987,'India/Pakistan','League','Day','Australia','New Zealand',251,234,'Australia',AUS,17,'runs','Reliance World Cup','Australia'
'427',1987,'India/Pakistan','League','Day','Zimbabwe','India',191,194,'India',IND,7,'wickets','Reliance World Cup','Australia'
'428',1987,'India/Pakistan','League','Day','England','West Indies',269,235,'England',ENG,34,'runs','Reliance World Cup','Australia'
'429',1987,'India/Pakistan','League','Day','Pakistan','Sri Lanka',297,184,'Pakistan',PAK,113,'runs','Reliance World Cup','Australia'
'430',1987,'India/Pakistan','League','Day','Zimbabwe','New Zealand',227,228,'New Zealand',NZ,4,'wickets','Reliance World Cup','Australia'
'431',1987,'India/Pakistan','League','Day','India','Australia',289,233,'India',IND,56,'runs','Reliance World Cup','Australia'
'432',1987,'India/Pakistan','League','Day','West Indies','Sri Lanka',236,211,'West Indies',WIN,25,'runs','Reliance World Cup','Australia'
'433',1987,'India/Pakistan','League','Day','England','Pakistan',244,247,'Pakistan',PAK,7,'wickets','Reliance World Cup','Australia'
'434',1987,'India/Pakistan','League','Day','Australia','New Zealand',199,196,'Australia',AUS,3,'runs','Reliance World Cup','Australia'
'435',1987,'India/Pakistan','League','Day','England','Sri Lanka',296,158,'England',ENG,108,'runs','Reliance World Cup','Australia'
'436',1987,'India/Pakistan','League','Day','Zimbabwe','India',135,136,'India',IND,8,'wickets','Reliance World Cup','Australia'
'437',1987,'India/Pakistan','League','Day','West Indies','Pakistan',216,217,'Pakistan',PAK,1,'wickets','Reliance World Cup','Australia'
'438',1987,'India/Pakistan','League','Day','India','New Zealand',252,236,'India',IND,16,'runs','Reliance World Cup','Australia'
'439',1987,'India/Pakistan','League','Day','Australia','Zimbabwe',235,139,'Australia',AUS,96,'runs','Reliance World Cup','Australia'
'440',1987,'India/Pakistan','League','Day','West Indies','Sri Lanka',360,169,'West Indies',WIN,191,'runs','Reliance World Cup','Australia'
'441',1987,'India/Pakistan','League','Day','Pakistan','England',239,221,'Pakistan',PAK,18,'runs','Reliance World Cup','Australia'
'442',1987,'India/Pakistan','League','Day','New Zealand','Zimbabwe',242,239,'New Zealand',NZ,3,'runs','Reliance World Cup','Australia'
'443',1987,'India/Pakistan','League','Day','West Indies','England',243,246,'England',ENG,2,'wickets','Reliance World Cup','Australia'
'444',1987,'India/Pakistan','League','Day','Australia','India',270,269,'Australia',AUS,1,'runs','Reliance World Cup','Australia'
'445',1987,'India/Pakistan','League','Day','Pakistan','Sri Lanka',267,252,'Pakistan',PAK,15,'runs','Reliance World Cup','Australia'
'446',1983,'England','Final','Day','India','West Indies',183,140,'India',IND,43,'runs','Prudential World Cup','India'
'447',1983,'England','1st Semi-Final','Day','England','India',213,217,'India',IND,6,'wickets','Prudential World Cup','India'
'448',1983,'England','2nd Semi-Final','Day','Pakistan','West Indies',184,188,'West Indies',WIN,8,'wickets','Prudential World Cup','India'
'449',1983,'England','League','Day','India','Australia',247,129,'India',IND,118,'runs','Prudential World Cup','India'
'450',1983,'England','League','Day','Zimbabwe','West Indies',171,172,'West Indies',WIN,10,'wickets','Prudential World Cup','India'
'451',1983,'England','League','Day','Pakistan','New Zealand',261,250,'Pakistan',PAK,11,'runs','Prudential World Cup','India'
'452',1983,'England','League','Day','Sri Lanka','England',136,137,'England',ENG,9,'wickets','Prudential World Cup','India'
'453',1983,'England','League','Day','India','Zimbabwe',266,235,'India',IND,31,'runs','Prudential World Cup','India'
'454',1983,'England','League','Day','New Zealand','Sri Lanka',181,184,'Sri Lanka',SRI,3,'wickets','Prudential World Cup','India'
'455',1983,'England','League','Day','Pakistan','England',232,233,'England',ENG,7,'wickets','Prudential World Cup','India'
'456',1983,'England','League','Day','Australia','West Indies',273,276,'West Indies',WIN,7,'wickets','Prudential World Cup','India'
'457',1983,'England','League','Day','Pakistan','Sri Lanka',235,224,'Pakistan',PAK,11,'runs','Prudential World Cup','India'
'458',1983,'England','League','Day','Australia','Zimbabwe',272,240,'Australia',AUS,32,'runs','Prudential World Cup','India'
'459',1983,'England','League','Day','West Indies','India',282,216,'West Indies',WIN,66,'runs','Prudential World Cup','India'
'460',1983,'England','League','Day','England','New Zealand',234,238,'New Zealand',NZ,2,'wickets','Prudential World Cup','India'
'461',1983,'England','League','Day','Sri Lanka','New Zealand',206,209,'New Zealand',NZ,5,'wickets','Prudential World Cup','India'
'462',1983,'England','League','Day','Pakistan','England',193,199,'England',ENG,8,'wickets','Prudential World Cup','India'
'463',1983,'England','League','Day','Zimbabwe','West Indies',217,218,'West Indies',WIN,8,'wickets','Prudential World Cup','India'
'464',1983,'England','League','Day','Australia','India',320,158,'Australia',AUS,162,'runs','Prudential World Cup','India'
'465',1983,'England','League','Day','Zimbabwe','India',155,157,'India',IND,5,'wickets','Prudential World Cup','India'
'466',1983,'England','League','Day','England','Sri Lanka',333,286,'England',ENG,47,'runs','Prudential World Cup','India'
'467',1983,'England','League','Day','New Zealand','Pakistan',238,186,'New Zealand',NZ,52,'runs','Prudential World Cup','India'
'468',1983,'England','League','Day','West Indies','Australia',252,151,'West Indies',WIN,101,'runs','Prudential World Cup','India'
'469',1983,'England','League','Day','England','New Zealand',322,216,'England',ENG,106,'runs','Prudential World Cup','India'
'470',1983,'England','League','Day','Zimbabwe','Australia',239,226,'Zimbabwe',ZIM,13,'runs','Prudential World Cup','India'
'471',1983,'England','League','Day','India','West Indies',262,228,'India',IND,34,'runs','Prudential World Cup','India'
'472',1983,'England','League','Day','Pakistan','Sri Lanka',338,288,'Pakistan',PAK,50,'runs','Prudential World Cup','India'
'473',1979,'England','Final','Day','West Indies','England',286,194,'West Indies',WIN,92,'runs','Prudential World Cup','West Indies'
'474',1979,'England','1st Semi-Final','Day','England','New Zealand',221,212,'England',ENG,9,'runs','Prudential World Cup','West Indies'
'475',1979,'England','2nd Semi-Final','Day','West Indies','Pakistan',293,250,'West Indies',WIN,43,'runs','Prudential World Cup','West Indies'
'476',1979,'England','League','Day','England','Pakistan',165,151,'England',ENG,14,'runs','Prudential World Cup','West Indies'
'477',1979,'England','League','Day','Canada','Australia',105,106,'Australia',AUS,7,'wickets','Prudential World Cup','West Indies'
'478',1979,'England','League','Day','West Indies','New Zealand',244,212,'West Indies',WIN,32,'runs','Prudential World Cup','West Indies'
'479',1979,'England','League','Day','Sri Lanka','India',238,191,'Sri Lanka',SRI,47,'runs','Prudential World Cup','West Indies'
'480',1979,'England','League','Day','Canada','England',45,46,'England',ENG,8,'wickets','Prudential World Cup','West Indies'
'482',1979,'England','League','Day','India','New Zealand',182,183,'New Zealand',NZ,8,'wickets','Prudential World Cup','West Indies'
'483',1979,'England','League','Day','Pakistan','Australia',286,197,'Pakistan',PAK,89,'runs','Prudential World Cup','West Indies'
'484',1979,'England','League','Day','India','West Indies',190,194,'West Indies',WIN,9,'wickets','Prudential World Cup','West Indies'
'485',1979,'England','League','Day','Sri Lanka','New Zealand',189,190,'New Zealand',NZ,9,'wickets','Prudential World Cup','West Indies'
'486',1979,'England','League','Day','Australia','England',159,160,'England',ENG,6,'wickets','Prudential World Cup','West Indies'
'487',1979,'England','League','Day','Canada','Pakistan',139,140,'Pakistan',PAK,8,'wickets','Prudential World Cup','West Indies'
'488',1975,'England','Final','Day','West Indies','Australia',291,274,'West Indies',WIN,17,'runs','Prudential World Cup','West Indies'
'489',1975,'England','2nd Semi-Final','Day','New Zealand','West Indies',158,159,'West Indies',WIN,5,'wickets','Prudential World Cup','West Indies'
'490',1975,'England','1st Semi-Final','Day','England','Australia',93,94,'Australia',AUS,4,'wickets','Prudential World Cup','West Indies'
'491',1975,'England','League','Day','India','New Zealand',230,233,'New Zealand',NZ,4,'wickets','Prudential World Cup','West Indies'
'492',1975,'England','League','Day','Australia','West Indies',192,195,'West Indies',WIN,7,'wickets','Prudential World Cup','West Indies'
'493',1975,'England','League','Day','Pakistan','Sri Lanka',330,138,'Pakistan',PAK,192,'runs','Prudential World Cup','West Indies'
'494',1975,'England','League','Day','England','East Africa',290,94,'England',ENG,196,'runs','Prudential World Cup','West Indies'
'495',1975,'England','League','Day','Pakistan','West Indies',266,267,'West Indies',WIN,1,'wickets','Prudential World Cup','West Indies'
'496',1975,'England','League','Day','Australia','Sri Lanka',328,276,'Australia',AUS,52,'runs','Prudential World Cup','West Indies'
'497',1975,'England','League','Day','East Africa','India',120,123,'India',IND,10,'wickets','Prudential World Cup','West Indies'
'498',1975,'England','League','Day','England','New Zealand',266,186,'England',ENG,80,'runs','Prudential World Cup','West Indies'
'499',1975,'England','League','Day','England','India',334,132,'England',ENG,202,'runs','Prudential World Cup','West Indies'
'500',1975,'England','League','Day','Sri Lanka','West Indies',86,87,'West Indies',WIN,9,'wickets','Prudential World Cup','West Indies'
'501',1975,'England','League','Day','Australia','Pakistan',278,205,'Australia',AUS,73,'runs','Prudential World Cup','West Indies'
'502',1975,'England','League','Day','New Zealand','East Africa',309,128,'New Zealand',NZ,181,'runs','Prudential World Cup','West Indies'
